movie_title,Title_URL,image_url,movie_url,release_year,certificate,time,genre,stars,Score,description,director_url,director_name,cast_url1,cast1,cast_url2,cast2,cast_url3,cast3,cast_url4,cast4,votes
The Perfect Christmas Present,https://www.imdb.com/title/tt6398464/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt6398464/?ref_=kw_li_i,(2017 TV Movie),TV-G,82 min,"Drama, Romance",6.3,,"Tom is called Mr. Christmas due to his ability to determine the perfect Christmas gift for someone, befitting their personality.",https://www.imdb.com/name/nm0370912/?ref_=kw_li_dr_0,Blair Hayes,https://www.imdb.com/name/nm0656335/?ref_=kw_li_st_0,Sam Page,https://www.imdb.com/name/nm2849965/?ref_=kw_li_st_1,Tara Holt,https://www.imdb.com/name/nm8313477/?ref_=kw_li_st_2,Sam Guinan-Nyhart,https://www.imdb.com/name/nm3938797/?ref_=kw_li_st_3,Emily Peterson,"1,581"
Home Sweet Home Alone,https://www.imdb.com/title/tt11012066/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt11012066/?ref_=kw_li_i,(2021),PG,93 min,"Comedy, Crime, Family",3.6,"35        
        Metascore",A married couple tries to steal back a valuable heirloom from a troublesome kid.,https://www.imdb.com/name/nm0563243/?ref_=kw_li_dr_0,Dan Mazer,https://www.imdb.com/name/nm2608689/?ref_=kw_li_st_0,Ellie Kemper,https://www.imdb.com/name/nm3008739/?ref_=kw_li_st_1,Rob Delaney,https://www.imdb.com/name/nm9987228/?ref_=kw_li_st_2,Archie Yates,https://www.imdb.com/name/nm3201406/?ref_=kw_li_st_3,Aisling Bea,"16,924"
Home for Christmas,https://www.imdb.com/title/tt10069398/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt10069398/?ref_=kw_li_i,(2019–2020),TV-MA,29 min,"Comedy, Drama, Romance",7.7,,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.",https://www.imdb.com/name/nm0832509/?ref_=kw_li_st_0,Dennis Storhøi,https://www.imdb.com/name/nm2639419/?ref_=kw_li_st_1,Ida Elise Broch,https://www.imdb.com/name/nm3433423/?ref_=kw_li_st_2,Oddgeir Thune,https://www.imdb.com/name/nm0778278/?ref_=kw_li_st_3,Hege Schøyen,,,"14,096"
Christmas with the Darlings,https://www.imdb.com/title/tt13381368/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt13381368/?ref_=kw_li_i,(2020 TV Movie),TV-G,84 min,"Comedy, Family, Romance",7.1,,A woman helps a charming man look after his orphaned nieces and nephew during the holidays.,https://www.imdb.com/name/nm0194274/?ref_=kw_li_dr_0,Catherine Cyran,https://www.imdb.com/name/nm0492345/?ref_=kw_li_st_0,Katrina Law,https://www.imdb.com/name/nm2473790/?ref_=kw_li_st_1,Carlo Marks,https://www.imdb.com/name/nm0045584/?ref_=kw_li_st_2,Steve Bacic,https://www.imdb.com/name/nm6752526/?ref_=kw_li_st_3,Islie Hirvonen,"1,390"
A Heavenly Christmas,https://www.imdb.com/title/tt6263260/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt6263260/?ref_=kw_li_i,(2016 TV Movie),TV-G,93 min,"Drama, Fantasy, Romance",6.4,,"Upon her untimely death, a workaholic who never put much value into the joys of Christmas finds herself recruited to be a Christmas Angel -- and is assigned a hard luck case that she accidentally falls in love with.",https://www.imdb.com/name/nm0788610/?ref_=kw_li_dr_0,Paul Shapiro,https://www.imdb.com/name/nm0004862/?ref_=kw_li_st_0,Kristin Davis,https://www.imdb.com/name/nm0005202/?ref_=kw_li_st_1,Eric McCormack,https://www.imdb.com/name/nm0000511/?ref_=kw_li_st_2,Shirley MacLaine,https://www.imdb.com/name/nm6871540/?ref_=kw_li_st_3,Jaeda Lily Miller,"1,859"
A Godwink Christmas: Miracle of Love,https://www.imdb.com/title/tt16047114/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt16047114/?ref_=kw_li_i,(2021 TV Movie),TV-G,84 min,"Comedy, Drama, Romance",6.3,,"Brought together by community service, Eric and Joy find new purpose at Christmas. As they help a family rebuild their home, coincidences and a medical miracle lead them to believe in destiny.",https://www.imdb.com/name/nm1089963/?ref_=kw_li_dr_0,Heather Hawthorn Doyle,https://www.imdb.com/name/nm4408847/?ref_=kw_li_st_0,Katherine Barrell,https://www.imdb.com/name/nm3733156/?ref_=kw_li_st_1,Alberto Frezza,https://www.imdb.com/name/nm3450750/?ref_=kw_li_st_2,Josh Ssettuba,https://www.imdb.com/name/nm2845886/?ref_=kw_li_st_3,Faith Wright,630
Hope at Christmas,https://www.imdb.com/title/tt9033640/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt9033640/?ref_=kw_li_i,(2018 TV Movie),TV-G,82 min,"Comedy, Drama, Romance",6.5,,"Divorced Sydney inherits a house from her grandma. Seeing it with her 8 y.o. daughter, she stops at the bookstore and meets a single teacher there. She ends up helping out there for the Christmas season.",https://www.imdb.com/name/nm0942185/?ref_=kw_li_dr_0,Alex Wright,https://www.imdb.com/name/nm2174090/?ref_=kw_li_st_0,Scottie Thompson,https://www.imdb.com/name/nm4518460/?ref_=kw_li_st_1,Ryan Paevey,https://www.imdb.com/name/nm6615896/?ref_=kw_li_st_2,Erica Tremblay,https://www.imdb.com/name/nm0936071/?ref_=kw_li_st_3,Colleen Winton,"1,326"
Reunited at Christmas,https://www.imdb.com/title/tt9033646/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt9033646/?ref_=kw_li_i,(2018 TV Movie),TV-G,85 min,"Drama, Romance",6.2,,"Tasked with penning a Christmas novel, a successful writer returns to her late-grandmother's home for a family reunion during the holiday season.",https://www.imdb.com/name/nm0003458/?ref_=kw_li_dr_0,Steven R. Monroe,https://www.imdb.com/name/nm0217645/?ref_=kw_li_st_0,Nikki Deloach,https://www.imdb.com/name/nm1395512/?ref_=kw_li_st_1,Mike Faiola,https://www.imdb.com/name/nm0669826/?ref_=kw_li_st_2,Eileen Pedde,https://www.imdb.com/name/nm0014803/?ref_=kw_li_st_3,Andrew Airlie,"1,099"
The Mistletoe Promise,https://www.imdb.com/title/tt5921218/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt5921218/?ref_=kw_li_i,(2016 TV Movie),TV-G,84 min,"Comedy, Drama, Family",6.6,,Two self-confessed 'Christmasphobes' sign a contract which will mutually benefit them over the holiday season.,https://www.imdb.com/name/nm0003941/?ref_=kw_li_dr_0,David Winning,https://www.imdb.com/name/nm0454809/?ref_=kw_li_st_0,Jaime King,https://www.imdb.com/name/nm1682832/?ref_=kw_li_st_1,Luke Macfarlane,https://www.imdb.com/name/nm1682392/?ref_=kw_li_st_2,Christie Laing,https://www.imdb.com/name/nm0613147/?ref_=kw_li_st_3,Lochlyn Munro,"3,306"
A Joyous Christmas,https://www.imdb.com/title/tt7696976/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt7696976/?ref_=kw_li_i,(2017 TV Movie),TV-G,83 min,"Drama, Family, Romance",6.2,,A young self-help author returns to her hometown during the Christmas holidays to promote her new book. She soon discovers the true meaning of Christmas and family.,https://www.imdb.com/name/nm0363473/?ref_=kw_li_dr_0,Allan Harmon,https://www.imdb.com/name/nm3217416/?ref_=kw_li_st_0,Natalie Knepp,https://www.imdb.com/name/nm1640279/?ref_=kw_li_st_1,Michael Rady,https://www.imdb.com/name/nm0000889/?ref_=kw_li_st_2,Bonnie Bedelia,https://www.imdb.com/name/nm0045584/?ref_=kw_li_st_3,Steve Bacic,"1,309"
Christmas in Evergreen,https://www.imdb.com/title/tt7440948/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt7440948/?ref_=kw_li_i,(2017 TV Movie),TV-G,84 min,"Family, Fantasy, Romance",6.5,,"Hoping to spur her longtime beau to action, a small-town veterinarian wishes upon a snow globe that this will be her most romantic Christmas ever.",https://www.imdb.com/name/nm0005618/?ref_=kw_li_dr_0,Alex Zamm,https://www.imdb.com/name/nm0930053/?ref_=kw_li_st_0,Ashley Williams,https://www.imdb.com/name/nm1146243/?ref_=kw_li_st_1,Teddy Sears,https://www.imdb.com/name/nm0005372/?ref_=kw_li_st_2,Holly Robinson Peete,https://www.imdb.com/name/nm6871540/?ref_=kw_li_st_3,Jaeda Lily Miller,"2,564"
Meet Me at Christmas,https://www.imdb.com/title/tt13243610/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt13243610/?ref_=kw_li_i,(2020 TV Movie),,83 min,"Drama, Romance",6.4,,"When Joan's (Bell) son's wedding planner unexpectedly quits, she must coordinate his Christmas eve wedding with the help of Beau (Deklin), the bride's uncle. As they work alongside each ...                See full summary »",https://www.imdb.com/name/nm0002836/?ref_=kw_li_dr_0,Annie Bradley,https://www.imdb.com/name/nm0004738/?ref_=kw_li_st_0,Catherine Bell,https://www.imdb.com/name/nm3748766/?ref_=kw_li_st_1,Mark Bellamy,https://www.imdb.com/name/nm2854131/?ref_=kw_li_st_2,Luke Bilyk,https://www.imdb.com/name/nm5559566/?ref_=kw_li_st_3,Owen Bishop,941
A Godwink Christmas,https://www.imdb.com/title/tt8974850/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt8974850/?ref_=kw_li_i,(2018 TV Movie),TV-G,85 min,"Drama, Romance",6.6,,A woman who accepts her boyfriend's marriage proposal is invited to her aunt's home for Christmas and develops romantic feelings for an inn owner.,https://www.imdb.com/name/nm0733227/?ref_=kw_li_dr_0,Michael Robison,https://www.imdb.com/name/nm3666289/?ref_=kw_li_st_0,Kimberley Sustad,https://www.imdb.com/name/nm1353748/?ref_=kw_li_st_1,Paul Campbell,https://www.imdb.com/name/nm0317537/?ref_=kw_li_st_2,Kathie Lee Gifford,https://www.imdb.com/name/nm2297876/?ref_=kw_li_st_3,Giles Panton,"1,656"
A Royal Queens Christmas,https://www.imdb.com/title/tt15829734/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt15829734/?ref_=kw_li_i,(2021 TV Movie),TV-G,84 min,"Drama, Romance",6.4,,A prince finds his way to Queens during Christmas when a local woman enlists his help with a children's Christmas show.,https://www.imdb.com/name/nm0295105/?ref_=kw_li_dr_0,Lee Friedlander,https://www.imdb.com/name/nm1177914/?ref_=kw_li_st_0,Megan Park,https://www.imdb.com/name/nm0606690/?ref_=kw_li_st_1,Julian Morris,https://www.imdb.com/name/nm0360559/?ref_=kw_li_st_2,Michael Hanrahan,https://www.imdb.com/name/nm1997152/?ref_=kw_li_st_3,Nicola Correia-Damude,995
Christmas at Holly Lodge,https://www.imdb.com/title/tt7557728/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt7557728/?ref_=kw_li_i,(2017 TV Movie),TV-G,84 min,"Comedy, Drama, Romance",6.5,,"Sophie Bennett, the owner, tries to convince a developer that the lodge would be a bad investment.",https://www.imdb.com/name/nm3345300/?ref_=kw_li_dr_0,Jem Garrard,https://www.imdb.com/name/nm0842081/?ref_=kw_li_st_0,Alison Sweeney,https://www.imdb.com/name/nm0108758/?ref_=kw_li_st_1,Jordan Bridges,https://www.imdb.com/name/nm0005336/?ref_=kw_li_st_2,Sheryl Lee Ralph,https://www.imdb.com/name/nm0522909/?ref_=kw_li_st_3,Yan-Kay Crystal Lowe,"1,566"
Too Close For Christmas,https://www.imdb.com/title/tt13273702/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt13273702/?ref_=kw_li_i,(2020 TV Movie),G,88 min,"Drama, Romance",5.8,,A woman's feelings start to change when she reluctantly spends Christmas with the man responsible for ending her last relationship.,https://www.imdb.com/name/nm0053228/?ref_=kw_li_dr_0,Ernie Barbarash,https://www.imdb.com/name/nm0614877/?ref_=kw_li_st_0,Chad Michael Murray,https://www.imdb.com/name/nm2057726/?ref_=kw_li_st_1,Jessica Lowndes,https://www.imdb.com/name/nm8439105/?ref_=kw_li_st_2,Vanessa Sears,https://www.imdb.com/name/nm0125847/?ref_=kw_li_st_3,Steve Byers,"1,724"
A Christmas in Vermont,https://www.imdb.com/title/tt5981802/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,https://www.imdb.com/title/tt5981802/?ref_=kw_li_i,(2016 TV Movie),TV-PG,86 min,"Comedy, Romance",5.4,,A company executive is tasked with liquidizing a small town outerwear manufacturer over the Christmas season.,https://www.imdb.com/name/nm0676248/?ref_=kw_li_dr_0,Fred Olen Ray,https://www.imdb.com/name/nm0348962/?ref_=kw_li_st_0,Abigail Hawk,https://www.imdb.com/name/nm0000331/?ref_=kw_li_st_1,Chevy Chase,https://www.imdb.com/name/nm0640744/?ref_=kw_li_st_2,David O'Donnell,https://www.imdb.com/name/nm0381606/?ref_=kw_li_st_3,Howard Hesseman,991
Time for Us to Come Home for Christmas,https://www.imdb.com/title/tt13169850/?ref_=kw_li_tt,"https://m.media-amazon.com/images/M/MV5BM2VkMjYzNmEtM2ViYi00OTg1LThmNzItNzY2YmZhNWM2OTBiXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/title/tt13169850/?ref_=kw_li_i,(2020 TV Movie),TV-G,84 min,Romance,7.0,,"Five guests are mysteriously invited to an inn to celebrate Christmas. With the help of the owner Ben, Sarah discovers that an event from the past may connect them and change their lives forever.",https://www.imdb.com/name/nm0003941/?ref_=kw_li_dr_0,David Winning,https://www.imdb.com/name/nm0000327/?ref_=kw_li_st_0,Lacey Chabert,https://www.imdb.com/name/nm1815849/?ref_=kw_li_st_1,Stephen Huszar,https://www.imdb.com/name/nm2546123/?ref_=kw_li_st_2,Lini Evans,https://www.imdb.com/name/nm0502442/?ref_=kw_li_st_3,Leon,"1,250"
Sister Swap: A Hometown Holiday,https://www.imdb.com/title/tt6540706/?ref_=kw_li_tt,"https://m.media-amazon.com/images/M/MV5BMzYyOGFlZDQtMTRjZS00Y2I4LWFhZjItZTBlNzdkOWE1N2QxXkEyXkFqcGdeQXVyNDEzMjAyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/title/tt6540706/?ref_=kw_li_i,(2021 TV Movie),TV-G,83 min,Romance,6.3,,A widow attempts to reopen her late-uncle's old dilapidated small town movie theater for one last Christmas screening.,https://www.imdb.com/name/nm0573732/?ref_=kw_li_dr_0,Sean McNamara,https://www.imdb.com/name/nm0931090/?ref_=kw_li_st_0,Kimberly Williams-Paisley,https://www.imdb.com/name/nm0215293/?ref_=kw_li_st_1,Mark Deklin,https://www.imdb.com/name/nm0947044/?ref_=kw_li_st_2,Susan Yeagley,https://www.imdb.com/name/nm0005265/?ref_=kw_li_st_3,Kevin Nealon,"1,043"
A Christmas Love Story,https://www.imdb.com/title/tt9747440/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),TV-G,84 min,"Drama, Music, Romance",6.9,,"A youth choir director (Chenoweth) needs to write a big song for the Christmas Eve show but ""finds herself distracted"" when a boy with a golden voice (Kevin Quinn) joins her choir, which will come as news to his widowed father (Wolf).",https://www.imdb.com/name/nm0167086/?ref_=kw_li_dr_0,Eric Close,https://www.imdb.com/name/nm0155693/?ref_=kw_li_st_0,Kristin Chenoweth,https://www.imdb.com/name/nm0937930/?ref_=kw_li_st_1,Scott Wolf,https://www.imdb.com/name/nm6218423/?ref_=kw_li_st_2,Kevin Quinn,https://www.imdb.com/name/nm0732803/?ref_=kw_li_st_3,Keith D. Robinson,"1,435"
Christmas Next Door,https://www.imdb.com/title/tt7616668/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,86 min,"Family, Romance",6.5,,"A famous MGTOW author is forced to look after his niece and nephew over the holidays and, with the help of his Christmas-loving neighbor, he learns to find love and the Christmas spirit.",https://www.imdb.com/name/nm0942527/?ref_=kw_li_dr_0,Jonathan Wright,https://www.imdb.com/name/nm0582462/?ref_=kw_li_st_0,Jesse Metcalfe,https://www.imdb.com/name/nm1463709/?ref_=kw_li_st_1,Fiona Gubelmann,https://www.imdb.com/name/nm1147982/?ref_=kw_li_st_2,Brittany Bristow,https://www.imdb.com/name/nm7890862/?ref_=kw_li_st_3,Jenna Weir,"2,443"
Cross Country Christmas,https://www.imdb.com/title/tt13040330/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,83 min,"Comedy, Romance",6.7,,"After their flight is diverted, two old school friends work together to try and get back home in time for Christmas.",https://www.imdb.com/name/nm0194274/?ref_=kw_li_dr_0,Catherine Cyran,https://www.imdb.com/name/nm0000337/?ref_=kw_li_st_0,Rachael Leigh Cook,https://www.imdb.com/name/nm1625795/?ref_=kw_li_st_1,Greyston Holt,https://www.imdb.com/name/nm2295100/?ref_=kw_li_st_2,Jon Cor,https://www.imdb.com/name/nm6937583/?ref_=kw_li_st_3,Robyn Bradley,"1,464"
A Christmas Prince,https://www.imdb.com/title/tt7608418/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017),TV-PG,92 min,"Comedy, Family, Romance",5.8,,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",https://www.imdb.com/name/nm0005618/?ref_=kw_li_dr_0,Alex Zamm,https://www.imdb.com/name/nm0570860/?ref_=kw_li_st_0,Rose McIver,https://www.imdb.com/name/nm3858223/?ref_=kw_li_st_1,Ben Lamb,https://www.imdb.com/name/nm0000481/?ref_=kw_li_st_2,Alice Krige,https://www.imdb.com/name/nm4835867/?ref_=kw_li_st_3,Honor Kneafsey,"19,795"
"A Godwink Christmas: Second Chance, First Love",https://www.imdb.com/title/tt13341848/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,85 min,"Drama, Family, Romance",6.8,,"After 15 years, a single father moves home from Hawaii with his two sons, and through a series of coincidences--or Godwinks--ends up stuck in traffic next to his high school sweetheart.",https://www.imdb.com/name/nm1089963/?ref_=kw_li_dr_0,Heather Hawthorn Doyle,https://www.imdb.com/name/nm1175262/?ref_=kw_li_st_0,Brooke D'Orsay,https://www.imdb.com/name/nm0656335/?ref_=kw_li_st_1,Sam Page,https://www.imdb.com/name/nm0769039/?ref_=kw_li_st_2,Michele Scarabelli,https://www.imdb.com/name/nm10515677/?ref_=kw_li_st_3,Rhys Slack,"1,045"
Christmas Getaway,https://www.imdb.com/title/tt7688990/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,90 min,"Comedy, Drama, Romance",7.0,,"A travel writer takes a Christmas vacation, but finds herself double-booked with a widower, his mother, and his daughter at the holiday site.",https://www.imdb.com/name/nm0198991/?ref_=kw_li_dr_0,Mel Damski,https://www.imdb.com/name/nm2125623/?ref_=kw_li_st_0,Bridget Regan,https://www.imdb.com/name/nm1670886/?ref_=kw_li_st_1,Travis Van Winkle,https://www.imdb.com/name/nm6068747/?ref_=kw_li_st_2,Raven Stewart,https://www.imdb.com/name/nm0745186/?ref_=kw_li_st_3,Teryl Rothery,"3,018"
Coming Home for Christmas,https://www.imdb.com/title/tt7038614/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,86 min,"Drama, Romance",6.6,,"Lizzie Richfield lands a job as house manager for the exquisite Ashford Estate in Virginia. While preparing the place for sale, Lizzie plans one final Christmas Eve gala for the Marley family, though they seem to be a family in name only.",https://www.imdb.com/name/nm0198991/?ref_=kw_li_dr_0,Mel Damski,https://www.imdb.com/name/nm0005211/?ref_=kw_li_st_0,Danica McKellar,https://www.imdb.com/name/nm2016364/?ref_=kw_li_st_1,Neal Bledsoe,https://www.imdb.com/name/nm0290075/?ref_=kw_li_st_2,Andrew Francis,https://www.imdb.com/name/nm1535265/?ref_=kw_li_st_3,Lindsay Maxwell,"2,152"
Christmas Inheritance,https://www.imdb.com/title/tt7608534/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017),,104 min,"Comedy, Drama, Romance",5.7,,"To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",https://www.imdb.com/name/nm0053228/?ref_=kw_li_dr_0,Ernie Barbarash,https://www.imdb.com/name/nm1343638/?ref_=kw_li_st_0,Eliza Taylor,https://www.imdb.com/name/nm3821405/?ref_=kw_li_st_1,Jake Lacy,https://www.imdb.com/name/nm0000510/?ref_=kw_li_st_2,Andie MacDowell,https://www.imdb.com/name/nm0188709/?ref_=kw_li_st_3,Neil Crone,"11,882"
Christmas Around the Corner,https://www.imdb.com/title/tt9101692/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,90 min,"Comedy, Drama, Romance",6.6,,"Claire, a savvy venture capitalist from New York City, escapes to a quaint town in Vermont for the holidays and becomes a guest of the Fortenbury Bookstore. Upon arrival, Claire finds ...                See full summary »",https://www.imdb.com/name/nm0001227/?ref_=kw_li_dr_0,Megan Follows,https://www.imdb.com/name/nm1020036/?ref_=kw_li_st_0,Alexandra Breckenridge,https://www.imdb.com/name/nm2967091/?ref_=kw_li_st_1,Jamie Spilchuk,https://www.imdb.com/name/nm0000737/?ref_=kw_li_st_2,Jane Alexander,https://www.imdb.com/name/nm0818166/?ref_=kw_li_st_3,Tara Spencer-Nairn,"1,515"
